imdb_id,scene_index,scene_heading,contribution,n_dialogue_in_scene
tt0167260,43,EXT. MOUNT MINDOLLUIN - DAWN,0.0,0
tt0167260,44,EXT. MINAS TIRITH BEACON - DAWN,0.0,0
tt0167260,45,EXT. MINAS TIRITH STREETS - DAWN,0.0,0
tt0167260,46,EXT. MINAS TIRITH BEACON - DAWN,0.0,0
tt0167260,47,EXT. MINAS TIRITH STREETS,0.0,0
tt0167260,48,EXT. MINAS TIRITH BATTLEMENTS - DUSK,0.0,3
tt0167260,49,EXT. WHITE MOUNTAINS AERIAL - NIGHT,0.0,0
tt0167260,50,EXT. EDORAS COURTYARD - DAWN,0.0,0
tt0167260,51,"INT. EDORAS, GOLDEN HALL - DAWN",0.0,2
tt0167260,52,EXT. EDORAS COURTYARD - DAWN,0.0,8
tt0167260,53,EXT. PLAINS OF ROHAN - DAY,0.0,0
tt0167260,54,"EXT. WEST OSGILIATH, RIVER ANDUIN - DAY",0.0,6
tt0167260,55,EXT. PELENNOR FIELDS - DAY,0.0,0
tt0167260,56,EXT. PELENNOR FIELDS - DAY,0.0,0
tt0167260,57,EXT. MINAS TIRITH GATES - DAY,0.0,13
tt0167260,58,EXT. CIRITH UNGOL STAIRS - NIGHT,0.0,1
tt0167260,59,EXT. CIRITH UNGOL LEDGE - NIGHT,0.0,7
tt0167260,60,EXT.> OSGILIATH - DAY,0.0,3
tt0167260,61,EXT. MINAS TIRITH BATTLEMENTS - DAY,0.0,4
tt0167260,62,INT. MINAS TIRITH TOWER HALL - DAY,0.0,15
tt0167260,63,EXT. CIRITH UNGOL LEDGE - DAWN,0.0,35
tt0167260,64,EXT. MINAS TIRITH STREETS - DAY,0.0,4
tt0167260,65,EXT. MINAS TIRITH BATTLEMENTS - DAY,0.0,0
tt0167260,66,EXT. WEST OSGILIATH - DAY,0.0,0
tt0167260,67,"INT. TOWER HALL, MINAS TIRITH - DAY",0.0,4
tt0167260,68,EXT. PELENNOR FIELDS/OSGILIATH RUINS - DAY,0.0,0
tt0167260,69,"INT. TOWER HALL, MINAS TIRITH - DAY",0.0,0
tt0167260,70,EXT. MINAS TIRITH COURTYARD - DAY,0.0,0
tt0167260,71,EXT. OSGILIATH BRIDGE - DAY,0.0,0
tt0167260,72,EXT. DUNHARROW ENCAMPMENT - DUSK,0.0,5
tt0167260,73,EXT. DUNHARROW PLATEAU - DUSK,0.0,4
tt0167260,74,EXT. DUNHARROW PLATEAU - DUSK,0.0,8
tt0167260,75,EXT. DUNHARROW PLATEAU - DUSK,0.0,0
tt0167260,76,"INT. ÉOWYN'S TENT, DUNHARROW - NIGHT",0.0,4
tt0167260,77,EXT. DUNHARROW PLATEAU - NIGHT,0.0,6
tt0167260,78,EXT. DUNHARROW TRACK - NIGHT,0.0,3
tt0167260,79,EXT. DUNHARROW PLATEAU - NIGHT,0.0,0
tt0167260,80,"INT. THÉODEN'S TENT, DUNHARROW PLATEAU - NIGHT",0.0,22
tt0167260,81,EXT. DUNHARROW PLATEAU - NIGHT,0.0,7
tt0167260,82,EXT. DUNHARROW PLATEAU - NIGHT,0.0,4
tt0167260,83,EXT. DUNHARROW PLATEAU - NIGHT,0.0,7
tt0167260,84,"EXT. THÉODEN'S TENT, DUNHARROW PLATEAU - DAWN",0.0,5
tt0167260,85,EXT. DIMHOLT ROAD - DAY,0.0,2
tt0167260,86,EXT. DIMHOLT GLEN - DAY,0.0,6
tt0167260,87,EXT. DUNHARROW ENCAMPMENT - DAWN,0.0,0
tt0167260,88,EXT. DUNHARROW PLATEAU - DAWN,0.0,10
tt0167260,89,EXT. DUNHARROW VALLEY - DAWN,0.0,0
tt0167260,90,EXT. PELENNOR FIELDS/MINAS TIRITH - DAY,0.0,0
tt0167260,91,INT. PATHS OF THE DEAD CAVERN - DAY,0.0,16
tt0167260,92,EXT. PELENNOR FIELDS/MINAS TIRITH - DAY,0.0,0
tt0167260,93,EXT. MINAS TIRITH GATES - DAY,0.0,2
tt0167260,94,EXT. PELENNOR FIELDS/MINAS TIRITH - DAY,0.0,0
tt0167260,95,"INT. MINAS TIRITH, COURT OF THE KINGS - DAY",0.0,3
tt0167260,96,EXT. PELENNOR FIELDS/MINAS TIRITH - DAY,0.0,2
tt0167260,97,EXT. MINAS TIRITH STREETS - DAY,0.0,0
tt0167260,98,EXT. MINAS TIRITH COURT OF THE KINGS - DAY,0.0,11
tt0167260,99,EXT. MINAS TIRITH STREETS - DAY,0.0,1
tt0167260,100,EXT. MINAS TIRITH BATTLEMENTS - DAY,0.0,1
tt0167260,101,EXT. MINAS TIRITH - DAY,0.0,0
tt0167260,102,EXT. PELENNOR FIELDS/MINAS TIRITH - DAY,0.0,1
tt0167260,103,EXT. MINAS TIRITH BATTLEMENTS - DAY,0.0,0
tt0167260,104,EXT. PELENNOR FIELDS/MINAS TIRITH - DAY,0.0,0
tt0167260,105,EXT. MINAS TIRITH BATTLEMENTS - DAY,0.0,6
tt0167260,106,EXT. PELENNOR FIELDS - DUSK,0.0,0
tt0167260,107,..this is GROND ... the BATTERING RAM FROM HELL! The ORC are chanting as the BEA,0.0,1
tt0167260,108,EXT. MINAS TIRITH BATTLEMENTS - DUSK,0.0,0
tt0167260,109,"EXT. PASS OF CIRITH UNGOL, TUNNEL MOUTH - DAY",0.0,6
tt0167260,110,INT. SHELOB'S TUNNEL - DAY,0.0,11
tt0167260,111,EXT. CIRITH UNGOL STAIRS - DAY,0.0,0
tt0167260,112,INT. SHELOB'S TUNNEL - DAY,0.0,3
tt0167260,113,..just as he runs straight into a great COBWEB!,0.0,2
tt0167260,114,EXT. PASS OF CIRITH UNGOL - DAY,0.0,4
tt0167260,115,EXT. PASS OF CIRITH UNGOL - NIGHT,0.0,2
tt0167260,116,"EXT. FRODO'S DREAM, LOTHLÓRIEN - DAY",0.0,1
tt0167260,117,EXT. MINAS TIRITH STREETS - NIGHT,0.0,1
tt0167260,118,"EXT. MINAS TIRITH, COURT OF THE KINGS - NIGHT",0.0,0
tt0167260,119,"INT. MINAS TIRITH, STEWARD'S TOMB - NIGHT",0.0,2
tt0167260,120,EXT. MINAS TIRITH GATES - NIGHT,0.0,3
tt0167260,121,EXT. PASS OF CIRITH UNGOL - DAY,0.0,18
tt0167260,122,INT. MINAS TIRITH/STEWARD'S TOMB - NIGHT,0.0,6
tt0167260,123,EXT. MINAS TIRITH STREETS - NIGHT,0.0,2
tt0167260,124,EXT. PELENNOR FIELDS - NIGHT,0.0,1
tt0167260,125,EXT. MINAS TIRITH STREETS,0.0,1
tt0167260,126,EXT. PELENNOR FIELDS - DAWN,0.0,14
tt0167260,127,..A JAW DROPPING SIGHT!,0.0,0
tt0167260,128,EXT. MINAS TIRITH STREETS - DAWN,0.0,3
tt0167260,129,EXT. PELENNOR FIELDS - DAWN,0.0,0
tt0167260,130,"INT. MINAS TIRITH, STEWARD'S TOMB - DAWN",0.0,5
tt0167260,131,EXT. MINAS TIRITH - DAY,0.0,0
tt0167260,132,EXT. PELENNOR FIELDS - DAY,0.0,5
tt0167260,133,EXT. MINAS TIRITH - DAWN,0.0,0
tt0167260,134,"EXT. THE SIXTH GATE, MINAS TIRITH - DAWN",0.0,9
tt0167260,135,EXT. PELENNOR FIELDS - DAY,0.0,4
tt0167260,136,EXT. MINAS TIRITH DOCKS - DAY,0.0,2
tt0167260,137,EXT. PELENNOR FIELDS - DAY,0.0,11
tt0167260,138,"EXT. PELENNOR FIELDS, MINAS TIRITH - DAY",0.0,9
tt0167260,139,EXT. TOWER OF CIRITH UNGOL - NIGHT,0.0,0
tt0167260,140,INT. TOWER OF CIRITH UNGOL/TOP ROOM - NIGHT,0.0,4
tt0167260,141,INT. TOWER OF CIRITH UNGOL/GUARD ROOM - NIGHT,0.0,1
tt0167260,142,EXT. TOWER OF CIRITH UNGOL/COURTYARD - NIGHT,0.0,0
tt0167260,143,EXT. PASS OF CIRITH UNGOL - NIGHT,0.0,0
tt0167260,144,EXT. TOWER OF CIRITH UNGOL/COURTYARD,0.0,3
tt0167260,145,INT. TOWER OF CIRITH UNGOL/TOP ROOM - NIGHT,0.0,14
tt0167260,146,EXT. PASS OF CIRITH UNGOL - NIGHT,0.0,4
tt0167260,147,"INT. MINAS TIRITH, TOWER HALL - DAY",0.0,15
tt0167260,148,EXT. PELENNOR FIELDS - DUSK,0.0,0
tt0167260,149,EXT. PLAINS OF GORGOROTH - NIGHT,0.0,0
tt0167260,150,"EXT. ORC ROAD, MORDOR - NIGHT",0.0,1
tt0167260,151,"EXT. GORGOROTH PLAIN, MORDOR - DAWN",0.0,0
tt0167260,152,EXT. BLACK GATES OF MORDOR - DAY,0.0,0
tt0167260,153,"EXT. GORGOROTH PLAIN, MORDOR - DAY",0.0,3
tt0167260,154,EXT. BLACK GATES OF MORDOR - DAY,0.0,0
tt0167260,155,EXT. PLAINS OF GORGOROTH - DAY,0.0,1
tt0167260,156,EXT. BLACK GATES OF MORDOR - NIGHT,0.0,1
tt0167260,157,EXT. PLAINS OF GORGOROTH - NIGHT,0.0,0
tt0167260,158,EXT. BLACK GATES OF MORDOR - NIGHT,0.0,1
tt0167260,159,EXT. PLAINS OF GORGOROTH - NIGHT,0.0,0
tt0167260,160,EXT. BLACK GATES OF MORDOR - NIGHT,0.0,1
tt0167260,161,EXT. PLAINS OF GORGOROTH - NIGHT,0.0,2
tt0167260,162,EXT. BLACK GATES OF MORDOR - DAY,0.0,3
tt0167260,163,EXT. MOUNT DOOM - NIGHT,0.0,0
tt0167260,164,EXT. BLACK GATES OF MORDOR - DAY,0.0,0
tt0167260,165,EXT. MOUNT DOOM - NIGHT,0.0,0
tt0167260,166,EXT. BLACK GATES OF MORDOR - NIGHT,0.0,3
tt0167260,167,"EXT. GORGOROTH PAIN, MORDOR - NIGHT",0.0,5
tt0167260,168,EXT. BLACK GATES ON MORDOR - DAY,0.0,1
tt0167260,169,EXT. SLOPES OF MOUNT DOOM - DAY,0.0,2
tt0167260,170,EXT. BLACK GATES OF MORDOR - DAY,0.0,0
tt0167260,171,EXT. SLOPES OF MOUNT DOOM - DAY,0.0,1
tt0167260,172,EXT. BLACK GATES OF MORDOR - DAY1,0.0,2
tt0167260,173,"EXT. DOOR OF SAMMATH NAUR, MOUNT DOOM - DAY",0.0,0
tt0167260,174,INT. THE CRACK OF DOOM TUNNEL - DAY,0.0,1
tt0167260,175,INT. CRACK OF DOOM - DAY,0.0,5
tt0167260,176,EXT. BLACK GATES OF MORDOR - DAY,0.0,0
tt0167260,177,INT. CRACK OF DOOM - DAY,0.0,0
tt0167260,178,EXT. BLACK GATES OF MORDOR - DAY,0.0,0
tt0167260,179,INT. CRACK OF DOOM,0.0,0
tt0167260,180,EXT. BLACK GATE OF MORDOR - DAY,0.0,0
tt0167260,181,INT. CRACK OF DOOM - DAY,0.0,0
tt0167260,182,EXT. BLACK GATES OF MORDOR - DAY,0.0,0
tt0167260,183,INT. CRACK OF DOOM,0.0,1
tt0167260,184,.. POWERFUL ... EVIL...,0.0,0
tt0167260,185,EXT. BLACK GATES OF MORDOR - DAY,0.0,0
tt0167260,186,INT. CRACK OF DOOM,0.0,5
tt0167260,187,EXT. BLACK GATES OF MORDOR - DAY,0.0,0
tt0167260,188,EXT. BARAD-DÛR - DAY,0.0,0
tt0167260,189,EXT. BLACK GATES OF MORDOR - DAY,0.0,0
tt0167260,190,EXT. SLOPES OF MOUNT DOOM - DAY,0.0,6
tt0167260,191,"INT. MINAS TIRITH, HOUSES OF HEALING - DAY",0.0,1
tt0167260,192,..as MERRY and PIPPIN run in ... jumping on the bed and hugging FRODO...,0.0,0
tt0167260,193,..finally FRODO'S eyes fall upon a FIGURE standing apart from the others ... it ,0.0,0
tt0167260,194,"EXT. MINAS TIRITH, COURT OF THE KINGS - DAY",0.0,8
tt0167260,195,EXT. MIDDLE EARTH MAP - DAY,0.0,1
tt0167260,196,EXT. HOBBITON - DUSK,0.0,1
tt0167260,197,INT. THE GREEN DRAGON INN - NIGHT,0.0,0
tt0167260,198,EXT. HOBBITON - DAY,0.0,0
tt0167260,199,INT. BAG END - DAY,0.0,8
tt0167260,200,EXT. HOBBITON FIELDS - EARLY MORNING,0.0,1
tt0167260,201,EXT. WEST FARTHING - DAY,0.0,2
tt0167260,202,INT. WAGON - DAY,0.0,3
tt0167260,203,EXT. THE GREY HAVENS - DUSK,0.0,1
tt0167260,204,"..to reveal a WHITE SHIP, ready to depart from a WHITE",0.0,11
tt0167260,205,EXT. NO.3 BAGSHOT ROW - MORNING,0.0,4
tt0118715,0,THE BIG LEBOWSKI,0.0,2
tt0118715,1,INTERIOR   RALPH'S,0.0,5
tt0118715,2,EXTERIOR  RALPH'S,-0.125,1094
